type,note(s),duration_type,duration_quarterLength,offset
note,E4,16th,0.25,24.75
note,B3,16th,0.25,25.0
note,C#3,16th,0.25,25.25
note,C#2,16th,0.25,25.5
note,F4,16th,0.25,25.75
note,G#3,16th,0.25,26.0
note,F4,16th,0.25,26.25
note,C#4,16th,0.25,26.5
note,F3,16th,0.25,26.75
note,B2,16th,0.25,27.0
note,F4,16th,0.25,27.25
note,B3,16th,0.25,27.5
note,F4,16th,0.25,27.75
note,C#4,16th,0.25,28.0
note,F3,16th,0.25,28.25
note,B2,16th,0.25,28.5
note,F4,16th,0.25,28.75
note,A3,16th,0.25,29.0
note,F4,16th,0.25,29.25
note,E4,16th,0.25,29.5
note,F3,16th,0.25,29.75
note,B2,16th,0.25,30.0
note,F4,16th,0.25,30.25
note,B3,16th,0.25,30.5
note,F4,16th,0.25,30.75
note,C#4,16th,0.25,31.0
note,F3,16th,0.25,31.25
note,F2,16th,0.25,31.5
note,F4,16th,0.25,31.75
note,C4,16th,0.25,32.0
note,F4,16th,0.25,32.25
note,E4,16th,0.25,32.5
note,A3,16th,0.25,32.75
note,B2,16th,0.25,33.0
note,F4,16th,0.25,33.25
note,B3,16th,0.25,33.5
note,F4,16th,0.25,33.75
note,C#4,16th,0.25,34.0
note,F3,16th,0.25,34.25
note,B2,16th,0.25,34.5
note,F4,16th,0.25,34.75
note,A3,16th,0.25,35.0
note,F4,16th,0.25,35.25
note,E4,16th,0.25,35.5
note,F3,16th,0.25,35.75
note,B2,16th,0.25,36.0
note,F4,16th,0.25,36.25
note,B3,16th,0.25,36.5
note,F4,16th,0.25,36.75
note,C#4,16th,0.25,37.0
note,F3,16th,0.25,37.25
note,B2,16th,0.25,37.5
note,G#4,16th,0.25,37.75
note,B3,16th,0.25,38.0
note,G#4,16th,0.25,38.25
note,D4,16th,0.25,38.5
note,F3,16th,0.25,38.75
note,E2,16th,0.25,39.0
note,F#4,16th,0.25,39.25
note,B3,16th,0.25,39.5
note,F#4,16th,0.25,39.75
note,E4,16th,0.25,40.0
note,F#3,16th,0.25,40.25
note,E3,16th,0.25,40.5
note,G#4,16th,0.25,40.75
note,B3,16th,0.25,41.0
note,G#4,16th,0.25,41.25
note,D4,16th,0.25,41.5
note,F3,16th,0.25,41.75
note,E3,16th,0.25,42.0
note,F#4,16th,0.25,42.25
note,B3,16th,0.25,42.5
note,F#4,16th,0.25,42.75
note,E4,16th,0.25,43.0
note,F#3,16th,0.25,43.25
note,B2,16th,0.25,43.5
note,F4,16th,0.25,43.75
note,B3,16th,0.25,44.0
note,G#4,16th,0.25,44.25
note,D4,16th,0.25,44.5
note,F3,16th,0.25,44.75
note,E2,16th,0.25,45.0
note,F#4,16th,0.25,45.25
note,B3,16th,0.25,45.5
note,F#4,16th,0.25,45.75
note,E4,16th,0.25,46.0
note,F#3,16th,0.25,46.25
note,E3,16th,0.25,46.5
note,G#4,16th,0.25,46.75
note,B3,16th,0.25,47.0
note,G#4,16th,0.25,47.25
note,D4,16th,0.25,47.5
note,F3,16th,0.25,47.75
note,E3,16th,0.25,48.0
note,F#4,16th,0.25,48.25
note,B3,16th,0.25,48.5
note,F#4,16th,0.25,48.75
note,E4,16th,0.25,49.0
note,F#3,16th,0.25,49.25
note,A2,16th,0.25,49.5
note,C#4,16th,0.25,49.75
note,E3,16th,0.25,50.0
note,C#4,16th,0.25,50.25
note,F#3,16th,0.25,50.5
note,E3,16th,0.25,50.75
note,G#2,16th,0.25,51.0
note,C4,16th,0.25,51.25
note,E3,16th,0.25,51.5
note,C4,16th,0.25,51.75
note,F#3,16th,0.25,52.0
note,E3,16th,0.25,52.25
note,A2,zero,0.0,52.5
note,A2,quarter,1.5,52.5
note,G#2,zero,0.0,54.0
note,G#2,eighth,0.5,54.0
note,E3,16th,0.25,54.5
note,G#3,16th,0.25,54.75
note,F#3,16th,0.25,55.0
note,G#2,16th,0.25,55.25
note,C#3,zero,0.0,55.5
note,C#3,complex,1.25,55.5
note,C#3,16th,0.25,56.75
note,C3,zero,0.0,57.0
note,C3,eighth,0.5,57.0
note,F#3,16th,0.25,57.5
note,E4,16th,0.25,57.75
note,G#3,16th,0.25,58.0
note,F#3,16th,0.25,58.25
note,A2,zero,0.0,58.5
note,A2,quarter,1.5,58.5
note,G#2,zero,0.0,60.0
note,G#2,eighth,0.5,60.0
note,E3,16th,0.25,60.5
note,G#3,16th,0.25,60.75
note,F#3,16th,0.25,61.0
note,G#2,16th,0.25,61.25
note,C#3,zero,0.0,61.5
note,C#3,complex,1.25,61.5
note,C#3,16th,0.25,62.75
note,C3,zero,0.0,63.0
note,C3,eighth,0.5,63.0
note,F#3,16th,0.25,63.5
note,E4,16th,0.25,63.75
note,A3,16th,0.25,64.0
note,F#3,16th,0.25,64.25
note,B2,16th,0.25,64.5
note,E4,16th,0.25,64.75
note,F#3,16th,0.25,65.0
note,E4,16th,0.25,65.25
note,A3,16th,0.25,65.5
note,F#3,16th,0.25,65.75
note,B2,16th,0.25,66.0
note,E4,16th,0.25,66.25
note,F3,zero,0.0,66.5
note,F3,eighth,0.75,66.5
note,F3,quarter,2/3,67.25
note,E3,zero,0.0,68.0
note,E3,eighth,0.75,68.0
note,E3,16th,0.25,68.75
note,A2,16th,0.25,69.0
note,C#4,16th,0.25,69.25
note,E3,16th,0.25,69.5
note,C#4,16th,0.25,69.75
note,A3,16th,0.25,70.0
note,E3,16th,0.25,70.25
note,A2,16th,0.25,70.5
note,C#4,16th,0.25,70.75
note,E3,zero,0.0,71.0
note,E3,eighth,0.75,71.0
note,E3,16th,0.25,71.75
note,G#2,16th,0.25,72.0
note,C4,16th,0.25,72.25
note,E3,zero,0.0,72.5
note,E3,eighth,0.75,72.5
note,C#3,zero,0.0,73.25
note,C#3,16th,0.25,73.25
note,G#2,16th,0.25,73.5
note,G#3,16th,0.25,73.75
note,C3,zero,0.0,74.0
note,C3,quarter,1.0,74.0
note,C#2,16th,0.25,75.0
note,F4,16th,0.25,75.25
note,G#3,16th,0.25,75.5
note,F4,16th,0.25,75.75
note,C#4,16th,0.25,76.0
note,F3,16th,0.25,76.25
note,C#3,16th,0.25,76.5
note,F4,16th,0.25,76.75
note,G#3,16th,0.25,77.0
note,F4,16th,0.25,77.25
note,C#4,16th,0.25,77.5
note,F3,16th,0.25,77.75
note,C#3,16th,0.25,78.0
note,F4,16th,0.25,78.25
note,G#3,16th,0.25,78.5
note,F4,16th,0.25,78.75
note,C#4,16th,0.25,79.0
note,F3,16th,0.25,79.25
note,C#3,16th,0.25,79.5
note,F4,16th,0.25,79.75
note,G#3,16th,0.25,80.0
note,F4,16th,0.25,80.25
note,C#4,16th,0.25,80.5
note,F3,16th,0.25,80.75
note,C#3,16th,0.25,81.0
note,F4,16th,0.25,81.25
note,G#3,16th,0.25,81.5
note,F4,16th,0.25,81.75
note,C#4,16th,0.25,82.0
note,F3,16th,0.25,82.25
note,C#3,16th,0.25,82.5
note,F4,16th,0.25,82.75
note,G#3,16th,0.25,83.0
note,F4,16th,0.25,83.25
note,C#4,16th,0.25,83.5
note,F3,16th,0.25,83.75
note,C#2,16th,0.25,84.0
note,F#4,16th,0.25,84.25
note,A3,16th,0.25,84.5
note,F#4,16th,0.25,84.75
note,C#4,16th,0.25,85.0
note,F#3,16th,0.25,85.25
note,C#3,16th,0.25,85.5
note,F#4,16th,0.25,85.75
note,A3,16th,0.25,86.0
note,F#4,16th,0.25,86.25
note,D4,16th,0.25,86.5
note,F#3,16th,0.25,86.75
note,C#3,16th,0.25,87.0
note,F#4,16th,0.25,87.25
note,B3,16th,0.25,87.5
note,F#4,16th,0.25,87.75
note,E4,16th,0.25,88.0
note,F#3,16th,0.25,88.25
note,C#3,16th,0.25,88.5
note,F#4,16th,0.25,88.75
note,B3,16th,0.25,89.0
note,F#4,16th,0.25,89.25
note,E4,16th,0.25,89.5
note,F#3,16th,0.25,89.75
note,C3,16th,0.25,90.0
note,F#4,16th,0.25,90.25
note,A3,16th,0.25,90.5
note,F#4,16th,0.25,90.75
note,E4,16th,0.25,91.0
note,F#3,16th,0.25,91.25
note,B2,16th,0.25,91.5
note,F#4,16th,0.25,91.75
note,B3,16th,0.25,92.0
note,F#4,16th,0.25,92.25
note,E4,16th,0.25,92.5
note,F#3,16th,0.25,92.75
note,A2,16th,0.25,93.0
note,F#4,16th,0.25,93.25
note,A3,16th,0.25,93.5
note,F#4,16th,0.25,93.75
note,C#4,16th,0.25,94.0
note,E3,16th,0.25,94.25
note,G#2,16th,0.25,94.5
note,F#4,16th,0.25,94.75
note,G#3,16th,0.25,95.0
note,F#4,16th,0.25,95.25
note,C4,16th,0.25,95.5
note,E3,16th,0.25,95.75
note,C#2,16th,0.25,96.0
note,G#4,16th,0.25,96.25
note,G#3,16th,0.25,96.5
note,G#4,16th,0.25,96.75
note,C#4,16th,0.25,97.0
note,F3,16th,0.25,97.25
note,C#3,16th,0.25,97.5
note,F4,16th,0.25,97.75
note,G#3,16th,0.25,98.0
note,F4,16th,0.25,98.25
note,C#4,16th,0.25,98.5
note,G#3,16th,0.25,98.75
note,C#3,16th,0.25,99.0
note,E4,16th,0.25,99.25
note,E3,16th,0.25,99.5
note,E4,16th,0.25,99.75
note,A3,16th,0.25,100.0
note,E3,16th,0.25,100.25
note,D3,16th,0.25,100.5
note,E4,16th,0.25,100.75
note,E3,16th,0.25,101.0
note,E4,16th,0.25,101.25
note,G#3,16th,0.25,101.5
note,E3,16th,0.25,101.75
note,C#3,16th,0.25,102.0
note,E4,16th,0.25,102.25
note,E3,16th,0.25,102.5
note,E4,16th,0.25,102.75
note,A3,16th,0.25,103.0
note,E3,16th,0.25,103.25
note,G#2,16th,0.25,103.5
note,E4,16th,0.25,103.75
note,E3,16th,0.25,104.0
note,E4,16th,0.25,104.25
note,D4,16th,0.25,104.5
note,E3,16th,0.25,104.75
note,A2,16th,0.25,105.0
note,E4,16th,0.25,105.25
note,E3,16th,0.25,105.5
note,E4,16th,0.25,105.75
note,C#4,16th,0.25,106.0
note,E3,16th,0.25,106.25
note,E2,16th,0.25,106.5
note,E4,16th,0.25,106.75
note,G#3,16th,0.25,107.0
note,E4,16th,0.25,107.25
note,D4,16th,0.25,107.5
note,E3,16th,0.25,107.75
note,A2,16th,0.25,108.0
note,E4,16th,0.25,108.25
note,A3,16th,0.25,108.5
note,E4,16th,0.25,108.75
note,C#4,16th,0.25,109.0
note,E3,16th,0.25,109.25
note,E2,16th,0.25,109.5
note,F#4,16th,0.25,109.75
note,A3,16th,0.25,110.0
note,F#4,16th,0.25,110.25
note,C#4,16th,0.25,110.5
note,E3,16th,0.25,110.75
note,G#2,16th,0.25,111.0
note,F#4,16th,0.25,111.25
note,G#3,16th,0.25,111.5
note,F#4,16th,0.25,111.75
note,C#4,16th,0.25,112.0
note,E3,16th,0.25,112.25
note,G#2,16th,0.25,112.5
note,F#4,16th,0.25,112.75
note,G#3,16th,0.25,113.0
note,F#4,16th,0.25,113.25
note,C4,16th,0.25,113.5
note,E3,16th,0.25,113.75
note,G#2,16th,0.25,114.0
note,E4,16th,0.25,114.25
note,G#3,16th,0.25,114.5
note,E4,16th,0.25,114.75
note,C#4,16th,0.25,115.0
note,E3,16th,0.25,115.25
note,G#1,16th,0.25,115.5
note,E4,16th,0.25,115.75
note,G#3,16th,0.25,116.0
note,E4,16th,0.25,116.25
note,C#4,16th,0.25,116.5
note,E3,16th,0.25,116.75
note,G#2,16th,0.25,117.0
note,E4,16th,0.25,117.25
note,F#3,16th,0.25,117.5
note,E4,16th,0.25,117.75
note,C4,16th,0.25,118.0
note,E3,16th,0.25,118.25
note,G#1,16th,0.25,118.5
note,E4,16th,0.25,118.75
note,F#3,16th,0.25,119.0
note,E4,16th,0.25,119.25
note,C4,16th,0.25,119.5
note,E3,16th,0.25,119.75
note,A2,16th,0.25,120.0
note,E4,16th,0.25,120.25
note,F#3,16th,0.25,120.5
note,E4,16th,0.25,120.75
note,C4,16th,0.25,121.0
note,E3,16th,0.25,121.25
note,A1,16th,0.25,121.5
note,E4,16th,0.25,121.75
note,F#3,16th,0.25,122.0
note,E4,16th,0.25,122.25
note,B3,16th,0.25,122.5
note,E3,16th,0.25,122.75
note,B2,16th,0.25,123.0
note,E4,16th,0.25,123.25
note,F#3,16th,0.25,123.5
note,E4,16th,0.25,123.75
note,B3,16th,0.25,124.0
note,E3,16th,0.25,124.25
note,B1,16th,0.25,124.5
note,E4,16th,0.25,124.75
note,F#3,16th,0.25,125.0
note,E4,16th,0.25,125.25
note,B3,16th,0.25,125.5
note,E3,16th,0.25,125.75
note,B2,16th,0.25,126.0
note,E4,16th,0.25,126.25
note,F#3,16th,0.25,126.5
note,E4,16th,0.25,126.75
note,A3,16th,0.25,127.0
note,E3,16th,0.25,127.25
note,B1,16th,0.25,127.5
note,E4,16th,0.25,127.75
note,F#3,16th,0.25,128.0
note,E4,16th,0.25,128.25
note,A3,16th,0.25,128.5
note,E3,16th,0.25,128.75
note,C3,zero,0.0,129.0
note,C3,quarter,1.0,129.0
note,A3,16th,0.25,130.0
note,E3,16th,0.25,130.25
note,C#3,zero,0.0,130.5
note,C#3,quarter,1.0,130.5
note,D3,zero,0.0,131.5
note,D3,eighth,0.5,131.5
note,F#3,16th,0.25,132.0
note,A3,16th,0.25,132.25
note,E3,zero,0.0,132.5
note,E3,quarter,1.0,132.5
note,G#2,zero,0.0,133.5
note,G#2,quarter,1.5,133.5
note,C#3,16th,0.25,135.0
note,F4,16th,0.25,135.25
note,G#3,16th,0.25,135.5
note,F4,16th,0.25,135.75
note,C#4,16th,0.25,136.0
note,F3,16th,0.25,136.25
note,C#3,16th,0.25,136.5
note,F4,16th,0.25,136.75
note,G#3,16th,0.25,137.0
note,F4,16th,0.25,137.25
note,C#4,16th,0.25,137.5
note,F3,16th,0.25,137.75
note,C#3,16th,0.25,138.0
note,F4,16th,0.25,138.25
note,G#3,16th,0.25,138.5
note,F4,16th,0.25,138.75
note,C#4,16th,0.25,139.0
note,F3,16th,0.25,139.25
note,C#3,16th,0.25,139.5
note,F4,16th,0.25,139.75
note,G#3,16th,0.25,140.0
note,F4,16th,0.25,140.25
note,C#4,16th,0.25,140.5
note,F3,16th,0.25,140.75
note,C#3,16th,0.25,141.0
note,F4,16th,0.25,141.25
note,G#3,16th,0.25,141.5
note,F4,16th,0.25,141.75
note,C#4,16th,0.25,142.0
note,F3,16th,0.25,142.25
note,C#3,16th,0.25,142.5
note,F4,16th,0.25,142.75
note,G#3,16th,0.25,143.0
note,F4,16th,0.25,143.25
note,C#4,16th,0.25,143.5
note,F3,16th,0.25,143.75
note,C#2,16th,0.25,144.0
note,F4,16th,0.25,144.25
note,G#3,16th,0.25,144.5
note,F4,16th,0.25,144.75
note,C#4,16th,0.25,145.0
note,F3,16th,0.25,145.25
note,C#3,16th,0.25,145.5
note,F4,16th,0.25,145.75
note,G#3,16th,0.25,146.0
note,F4,16th,0.25,146.25
note,C#4,16th,0.25,146.5
note,F3,16th,0.25,146.75
note,C#3,16th,0.25,147.0
note,F4,16th,0.25,147.25
note,G#3,16th,0.25,147.5
note,F4,16th,0.25,147.75
note,C#4,16th,0.25,148.0
note,F3,16th,0.25,148.25
note,C#3,16th,0.25,148.5
note,F4,16th,0.25,148.75
note,G#3,16th,0.25,149.0
note,F4,16th,0.25,149.25
note,C#4,16th,0.25,149.5
note,F3,16th,0.25,149.75
note,C#2,16th,0.25,150.0
note,F4,16th,0.25,150.25
note,G#3,16th,0.25,150.5
note,F4,16th,0.25,150.75
note,B3,16th,0.25,151.0
note,F3,16th,0.25,151.25
note,C#3,16th,0.25,151.5
note,F4,16th,0.25,151.75
note,G#3,16th,0.25,152.0
note,F4,16th,0.25,152.25
note,B3,16th,0.25,152.5
note,F3,16th,0.25,152.75
note,C#3,16th,0.25,153.0
note,F4,16th,0.25,153.25
note,G#3,16th,0.25,153.5
note,F4,16th,0.25,153.75
note,B3,16th,0.25,154.0
note,F3,16th,0.25,154.25
note,C#3,16th,0.25,154.5
note,F4,16th,0.25,154.75
note,G#3,16th,0.25,155.0
note,F4,16th,0.25,155.25
note,B3,16th,0.25,155.5
note,F3,16th,0.25,155.75
note,D3,16th,0.25,156.0
note,F4,16th,0.25,156.25
note,G#3,16th,0.25,156.5
note,F4,16th,0.25,156.75
note,B3,16th,0.25,157.0
note,F3,16th,0.25,157.25
note,D3,16th,0.25,157.5
note,F4,16th,0.25,157.75
note,G#3,16th,0.25,158.0
note,F4,16th,0.25,158.25
note,B3,16th,0.25,158.5
note,F3,16th,0.25,158.75
note,E3,16th,0.25,159.0
note,F#4,16th,0.25,159.25
note,B3,16th,0.25,159.5
note,F#4,16th,0.25,159.75
note,E4,16th,0.25,160.0
note,F#3,16th,0.25,160.25
note,E3,16th,0.25,160.5
note,G#4,16th,0.25,160.75
note,B3,16th,0.25,161.0
note,G#4,16th,0.25,161.25
note,D4,16th,0.25,161.5
note,F3,16th,0.25,161.75
note,E3,16th,0.25,162.0
note,F#4,16th,0.25,162.25
note,B3,16th,0.25,162.5
note,F#4,16th,0.25,162.75
note,E4,16th,0.25,163.0
note,F#3,16th,0.25,163.25
note,B2,16th,0.25,163.5
note,G#4,16th,0.25,163.75
note,B3,16th,0.25,164.0
note,G#4,16th,0.25,164.25
note,D4,16th,0.25,164.5
note,F3,16th,0.25,164.75
note,E3,16th,0.25,165.0
note,F#4,16th,0.25,165.25
note,B3,16th,0.25,165.5
note,F#4,16th,0.25,165.75
note,E4,16th,0.25,166.0
note,F#3,16th,0.25,166.25
note,E3,16th,0.25,166.5
note,G#4,16th,0.25,166.75
note,B3,16th,0.25,167.0
note,G#4,16th,0.25,167.25
note,D4,16th,0.25,167.5
note,F3,16th,0.25,167.75
note,E3,16th,0.25,168.0
note,F#4,16th,0.25,168.25
note,B3,16th,0.25,168.5
note,F#4,16th,0.25,168.75
note,E4,16th,0.25,169.0
note,F#3,16th,0.25,169.25
note,F#2,16th,0.25,169.5
note,E4,16th,0.25,169.75
note,F#3,16th,0.25,170.0
note,E4,16th,0.25,170.25
note,B3,16th,0.25,170.5
note,E3,16th,0.25,170.75
note,G#2,16th,0.25,171.0
note,C#4,16th,0.25,171.25
note,F3,16th,0.25,171.5
note,C#4,16th,0.25,171.75
note,G#3,16th,0.25,172.0
note,G#2,16th,0.25,172.25
note,B2,16th,0.25,172.5
note,C#4,16th,0.25,172.75
note,F3,16th,0.25,173.0
note,C#4,16th,0.25,173.25
note,B3,16th,0.25,173.5
note,B2,16th,0.25,173.75
note,F2,16th,0.25,174.0
note,G#3,16th,0.25,174.25
note,F3,16th,0.25,174.5
note,G#3,16th,0.25,174.75
note,C#3,16th,0.25,175.0
note,F2,16th,0.25,175.25
note,F#2,16th,0.25,175.5
note,B3,16th,0.25,175.75
note,C#3,16th,0.25,176.0
note,B3,16th,0.25,176.25
note,E3,16th,0.25,176.5
note,F#2,16th,0.25,176.75
note,G#1,16th,0.25,177.0
note,C#4,16th,0.25,177.25
note,E3,16th,0.25,177.5
note,C#4,16th,0.25,177.75
note,G#3,16th,0.25,178.0
note,E3,16th,0.25,178.25
note,G#2,16th,0.25,178.5
note,C#4,16th,0.25,178.75
note,E3,16th,0.25,179.0
note,C#4,16th,0.25,179.25
note,G#3,16th,0.25,179.5
note,E3,16th,0.25,179.75
note,G#1,16th,0.25,180.0
note,C#4,16th,0.25,180.25
note,E3,16th,0.25,180.5
note,C#4,16th,0.25,180.75
note,F#3,16th,0.25,181.0
note,E3,16th,0.25,181.25
note,G#2,16th,0.25,181.5
note,C4,16th,0.25,181.75
note,E3,16th,0.25,182.0
note,C4,16th,0.25,182.25
note,F#3,16th,0.25,182.5
note,G#2,16th,0.25,182.75
note,C#2,16th,0.25,183.0
note,F4,16th,0.25,183.25
note,G#3,16th,0.25,183.5
note,F4,16th,0.25,183.75
note,C#4,16th,0.25,184.0
note,F3,16th,0.25,184.25
note,C#3,16th,0.25,184.5
note,E4,16th,0.25,184.75
note,B3,16th,0.25,185.0
note,E4,16th,0.25,185.25
note,C#4,16th,0.25,185.5
note,G3,16th,0.25,185.75
note,C#3,zero,0.0,186.0
note,C#3,quarter,1.5,186.0
note,C#3,zero,0.0,187.5
note,C#3,quarter,1.5,187.5
note,C#3,zero,0.0,189.0
note,C#3,quarter,1.5,189.0
note,C#3,zero,0.0,190.5
note,C#3,quarter,1.5,190.5
note,C#3,zero,0.0,192.0
note,C#3,quarter,1.5,192.0
note,C#3,zero,0.0,193.5
note,C#3,quarter,1.5,193.5
note,C#2,16th,0.25,195.0
note,F4,16th,0.25,195.25
note,G#3,16th,0.25,195.5
note,F4,16th,0.25,195.75
note,C#4,16th,0.25,196.0
note,F3,16th,0.25,196.25
note,C#3,zero,0.0,196.5
note,C#3,quarter,1.5,196.5
note,C#3,zero,0.0,198.0
note,C#3,quarter,1.5,198.0
note,C#3,zero,0.0,199.5
note,C#3,quarter,1.5,199.5
note,C#3,zero,0.0,201.0
note,C#3,quarter,1.5,201.0
note,C#3,zero,0.0,202.5
note,C#3,quarter,1.5,202.5
note,C#3,zero,0.0,204.0
note,C#3,quarter,1.5,204.0
note,C#3,zero,0.0,205.5
note,C#3,quarter,1.5,205.5
note,C#2,16th,0.25,207.0
note,C#4,16th,0.25,207.25
note,C#3,16th,0.25,207.5
note,C#4,16th,0.25,207.75
note,F3,16th,0.25,208.0
note,G#2,16th,0.25,208.25
note,C#2,16th,0.25,208.5
note,C#4,16th,0.25,208.75
note,C#3,16th,0.25,209.0
note,C#4,16th,0.25,209.25
note,F3,16th,0.25,209.5
note,G#2,16th,0.25,209.75
note,C#2,16th,0.25,210.0
note,C4,16th,0.25,210.25
note,E3,16th,0.25,210.5
note,C4,16th,0.25,210.75
note,F#3,16th,0.25,211.0
note,G#2,16th,0.25,211.25
note,C#2,16th,0.25,211.5
note,C4,16th,0.25,211.75
note,E3,16th,0.25,212.0
note,C4,16th,0.25,212.25
note,F#3,16th,0.25,212.5
note,G#2,16th,0.25,212.75
note,C#2,16th,0.25,213.0
note,C#4,16th,0.25,213.25
note,C#3,16th,0.25,213.5
note,C#4,16th,0.25,213.75
note,F3,16th,0.25,214.0
note,G#2,16th,0.25,214.25
note,C#2,16th,0.25,214.5
note,C#4,16th,0.25,214.75
note,C#3,16th,0.25,215.0
note,C#4,16th,0.25,215.25
note,F3,16th,0.25,215.5
note,G#2,16th,0.25,215.75
note,C#2,16th,0.25,216.0
note,C4,16th,0.25,216.25
note,E3,16th,0.25,216.5
note,C4,16th,0.25,216.75
note,F#3,16th,0.25,217.0
note,G#2,16th,0.25,217.25
note,C#2,16th,0.25,217.5
note,C4,16th,0.25,217.75
note,E3,16th,0.25,218.0
note,C4,16th,0.25,218.25
note,F#3,16th,0.25,218.5
note,G#2,16th,0.25,218.75
note,C#2,16th,0.25,219.0
note,C#4,16th,0.25,219.25
note,C#3,16th,0.25,219.5
note,C#4,16th,0.25,219.75
note,F3,16th,0.25,220.0
note,G#2,16th,0.25,220.25
note,C#2,16th,0.25,220.5
note,C#4,16th,0.25,220.75
note,C#3,16th,0.25,221.0
note,C#4,16th,0.25,221.25
note,F3,16th,0.25,221.5
note,G#2,16th,0.25,221.75
note,C#2,16th,0.25,222.0
note,C#4,16th,0.25,222.25
note,C#3,16th,0.25,222.5
note,C#4,16th,0.25,222.75
note,F3,16th,0.25,223.0
note,G#2,16th,0.25,223.25
note,C#2,16th,0.25,223.5
note,C#4,16th,0.25,223.75
note,C#3,16th,0.25,224.0
note,C#4,16th,0.25,224.25
note,F3,16th,0.25,224.5
note,G#2,16th,0.25,224.75
note,C#2,quarter,1.0,225.0
chord,"G#3,G#2",quarter,1.5,226.5
chord,"G#3,C#3",complex,2.75,228.0
note,A3,16th,0.25,52.75
note,E3,16th,0.25,53.0
note,A3,16th,0.25,53.25
note,F#3,16th,0.25,53.5
note,E3,16th,0.25,53.75
note,G#3,16th,0.25,54.25
note,E4,16th,0.25,55.75
note,F#3,16th,0.25,56.0
note,E4,16th,0.25,56.25
note,A3,16th,0.25,56.5
note,E4,16th,0.25,57.25
note,C#4,16th,0.25,58.75
note,E3,16th,0.25,59.0
note,C#4,16th,0.25,59.25
note,F#3,16th,0.25,59.5
note,E3,16th,0.25,59.75
note,G#3,16th,0.25,60.25
note,E4,16th,0.25,61.75
note,F#3,16th,0.25,62.0
note,E4,16th,0.25,62.25
note,A3,16th,0.25,62.5
note,E4,16th,0.25,63.25
note,E4,16th,0.25,66.75
note,G#3,16th,0.25,67.0
note,B2,16th,0.25,67.5
note,D4,16th,0.25,67.75
note,D4,16th,0.25,68.25
note,G#3,16th,0.25,68.5
note,C#4,16th,0.25,71.25
note,F#3,16th,0.25,71.5
note,C4,16th,0.25,72.75
note,F#3,16th,0.25,73.0
note,G#3,16th,0.25,74.25
note,F#3,16th,0.25,74.5
note,G#2,16th,0.25,74.75
note,E4,16th,0.25,129.25
note,F#3,16th,0.25,129.5
note,E4,16th,0.25,129.75
note,C#4,16th,0.25,130.75
note,F#3,16th,0.25,131.0
note,A3,16th,0.25,131.25
note,C4,16th,0.25,131.75
note,C4,16th,0.25,132.75
note,F#3,16th,0.25,133.0
note,G#3,16th,0.25,133.25
note,F#4,16th,0.25,133.75
note,G#3,16th,0.25,134.0
note,F#4,16th,0.25,134.25
note,C4,16th,0.25,134.5
note,E3,16th,0.25,134.75
note,E4,16th,0.25,186.25
note,A3,16th,0.25,186.5
note,E4,16th,0.25,186.75
note,C4,16th,0.25,187.0
note,F#3,16th,0.25,187.25
note,D4,16th,0.25,187.75
note,G#3,16th,0.25,188.0
note,D4,16th,0.25,188.25
note,B3,16th,0.25,188.5
note,F3,16th,0.25,188.75
note,C#4,16th,0.25,189.25
note,G3,16th,0.25,189.5
note,C#4,16th,0.25,189.75
note,B3,16th,0.25,190.0
note,E3,16th,0.25,190.25
note,C#4,16th,0.25,190.75
note,F#3,16th,0.25,191.0
note,C#4,16th,0.25,191.25
note,A3,16th,0.25,191.5
note,E3,16th,0.25,191.75
note,C4,16th,0.25,192.25
note,F#3,16th,0.25,192.5
note,C4,16th,0.25,192.75
note,G#3,16th,0.25,193.0
note,E3,16th,0.25,193.25
note,C4,16th,0.25,193.75
note,F#3,16th,0.25,194.0
note,C4,16th,0.25,194.25
note,G#3,16th,0.25,194.5
note,E3,16th,0.25,194.75
note,E4,16th,0.25,196.75
note,B3,16th,0.25,197.0
note,E4,16th,0.25,197.25
note,C#4,16th,0.25,197.5
note,G3,16th,0.25,197.75
note,E4,16th,0.25,198.25
note,A3,16th,0.25,198.5
note,E4,16th,0.25,198.75
note,C4,16th,0.25,199.0
note,F#3,16th,0.25,199.25
note,D4,16th,0.25,199.75
note,G#3,16th,0.25,200.0
note,D4,16th,0.25,200.25
note,B3,16th,0.25,200.5
note,F3,16th,0.25,200.75
note,C#4,16th,0.25,201.25
note,G3,16th,0.25,201.5
note,C#4,16th,0.25,201.75
note,B3,16th,0.25,202.0
note,E3,16th,0.25,202.25
note,C#4,16th,0.25,202.75
note,F#3,16th,0.25,203.0
note,C#4,16th,0.25,203.25
note,A3,16th,0.25,203.5
note,E3,16th,0.25,203.75
note,C4,16th,0.25,204.25
note,F#3,16th,0.25,204.5
note,C4,16th,0.25,204.75
note,G#3,16th,0.25,205.0
note,E3,16th,0.25,205.25
note,C4,16th,0.25,205.75
note,F#3,16th,0.25,206.0
note,C4,16th,0.25,206.25
note,G#3,16th,0.25,206.5
note,E3,16th,0.25,206.75
