type,note(s),duration_type,duration_quarterLength,offset
note,G4,eighth,0.5,846.5
chord,"C4,G4",eighth,0.5,847.0
note,C5,eighth,0.5,847.5
chord,"C4,G#4",eighth,0.5,848.0
note,C5,eighth,0.5,848.5
chord,"C4,G4",eighth,0.5,849.0
note,C5,eighth,0.5,849.5
chord,"C4,G#4",eighth,0.5,850.0
note,C5,eighth,0.5,850.5
chord,"G4,B4",eighth,0.5,851.0
note,F5,eighth,0.5,851.5
chord,"G4,C5",eighth,0.5,852.0
note,F5,eighth,0.5,852.5
chord,"G4,B4",eighth,0.5,853.0
note,F5,eighth,0.5,853.5
chord,"G4,C5",eighth,0.5,854.0
note,F5,eighth,0.5,854.5
chord,"G4,D5",eighth,0.5,855.0
note,G5,eighth,0.5,855.5
chord,"E4,E5",quarter,1.0,856.0
note,C5,quarter,1.0,857.0
chord,"D4,D5",eighth,0.5,858.0
chord,"E4,E5",eighth,0.5,859.0
chord,"F4,F5",quarter,1.0,860.0
chord,"D4,D5",quarter,1.0,861.0
chord,"E4,E5",eighth,0.5,862.0
chord,"F4,F5",eighth,0.5,863.0
chord,"G4,G5",quarter,1.0,864.0
chord,"E4,E5",quarter,1.0,865.0
chord,"F4,F5",eighth,0.5,866.0
chord,"G4,G5",eighth,0.5,867.0
chord,"G#4,G#5",quarter,1.0,868.0
chord,"F4,F5",quarter,1.0,869.0
chord,"G4,G5",eighth,0.5,870.0
chord,"A4,A5",eighth,0.5,871.0
chord,"B4,B5",quarter,1.0,872.0
chord,"G4,G5",quarter,1.0,873.0
chord,"A4,A5",eighth,0.5,874.0
chord,"B4,B5",eighth,0.5,875.0
chord,"C5,C6",quarter,1.0,876.0
note,G5,quarter,1.0,877.0
chord,"G#4,E5,G#5",eighth,0.5,878.0
chord,"E4,E5",eighth,0.5,879.0
chord,"F4,G#4,C5,F5",eighth,0.5,880.0
chord,"D4,D5",eighth,0.5,881.0
chord,"E4,G#4,C5,E5",eighth,0.5,882.0
chord,"F4,F5",eighth,0.5,883.0
chord,"G4,C5,D5,G5",eighth,0.5,884.0
chord,"F#4,F#5",eighth,0.5,885.0
chord,"G4,B4,D5,G5",eighth,0.5,886.0
note,G4,eighth,0.5,887.0
chord,"C4,C5",half,2.0,888.0
chord,"D4,C5,D5",eighth,0.5,890.0
chord,"E4,C5,E5",eighth,0.5,891.0
chord,"F4,F5",quarter,1.0,892.0
chord,"D4,D5",quarter,1.0,893.0
chord,"C4,E4,C5",eighth,0.5,894.0
chord,"C4,F4,C5",eighth,0.5,895.0
chord,"C4,C5",half,2.0,896.0
chord,"F4,C5,F5",eighth,0.5,898.0
chord,"G4,C5,G5",eighth,0.5,899.0
chord,"G#4,G#5",quarter,1.0,900.0
chord,"F4,F5",quarter,1.0,901.0
chord,"B3,G4,B4",eighth,0.5,902.0
chord,"C4,G4,C5",eighth,0.5,903.0
chord,"D4,D5",quarter,1.0,904.0
chord,"B3,B4",quarter,1.0,905.0
chord,"C5,A5,C6",eighth,0.5,906.0
chord,"D5,B5,D6",eighth,0.5,907.0
chord,"E5,C6,E6",quarter,1.0,908.0
chord,"C5,G5,C6",quarter,1.0,909.0
chord,"B3,G4,B4",eighth,0.5,910.0
chord,"C4,G4,C5",eighth,0.5,911.0
chord,"D4,D5",quarter,1.0,912.0
chord,"B3,B4",quarter,1.0,913.0
chord,"C5,A5,C6",eighth,0.5,914.0
chord,"D5,B5,D6",eighth,0.5,915.0
chord,"E5,C6,E6",quarter,1.0,916.0
chord,"D5,B5,D6",quarter,1.0,917.0
chord,"C5,G#5,C6",quarter,1.0,918.0
chord,"B4,G5,B5",quarter,1.0,919.0
chord,"G#4,F5,G#5",quarter,1.0,920.0
chord,"G4,E5,G5",quarter,1.0,921.0
chord,"F4,G#4",quarter,1.0,922.0
chord,"E4,G4",quarter,1.0,923.0
chord,"F5,G#5",quarter,1.0,924.0
chord,"E5,G5",quarter,1.0,925.0
chord,"G#5,C6,F6,G#6",quarter,1.0,926.0
chord,"G5,C6,E6,G6",quarter,1.0,927.0
chord,"G5,C6,E6,G6",quarter,1.0,929.0
chord,"G5,B5,D6,G6",quarter,1.0,931.0
chord,"E4,E5",quarter,1.0,932.0
chord,"B4,D5",quarter,1.0,933.0
chord,"C4,C5",quarter,1.0,934.0
chord,"G4,B4",quarter,1.0,935.0
chord,"F4,G#4",quarter,1.0,936.0
chord,"E4,G4",quarter,1.0,937.0
chord,"F5,G#5",quarter,1.0,938.0
chord,"E5,G5",quarter,1.0,939.0
chord,"F4,G#4",quarter,1.0,940.0
chord,"E4,G4",quarter,1.0,941.0
chord,"F5,G#5",quarter,1.0,942.0
chord,"E5,G5",quarter,1.0,943.0
chord,"G4,C5,E5,G5",quarter,1.0,944.0
chord,"G5,C6,E6,G6",quarter,1.0,945.0
chord,"G4,B4,D5,G5",quarter,1.0,946.0
chord,"G5,B5,D6,G6",quarter,1.0,947.0
chord,"C5,E5,C6",eighth,0.5,948.0
chord,"G4,G5",eighth,0.5,948.5
chord,"G4,G5",eighth,0.5,949.0
chord,"G4,G5",eighth,0.5,949.5
note,G4,whole,6.0,950.0
note,G4,complex,4.5,956.0
chord,"G4,G5",eighth,0.5,960.5
chord,"G4,G5",eighth,0.5,961.0
chord,"G4,G5",eighth,0.5,961.5
chord,"G4,G5",eighth,0.5,962.0
chord,"G5,G6",eighth,0.5,962.5
chord,"G5,G6",eighth,0.5,963.0
chord,"G5,G6",eighth,0.5,963.5
chord,"G5,G6",eighth,0.5,964.0
chord,"G5,G6",eighth,0.5,964.5
chord,"G5,G6",eighth,0.5,965.0
chord,"G5,G6",eighth,0.5,965.5
chord,"G5,G6",eighth,0.5,966.0
chord,"G5,G6",eighth,0.5,966.5
chord,"G5,G6",eighth,0.5,967.0
chord,"G5,G6",eighth,0.5,967.5
chord,"G5,E6,G6",half,2.0,968.0
chord,"G5,F6,G6",eighth,0.5,970.5
chord,"G5,F6,G6",eighth,0.5,971.0
chord,"G5,F6,G6",eighth,0.5,971.5
chord,"G5,D6,G6",whole,4.0,972.0
note,G4,eighth,0.5,976.5
note,G4,eighth,0.5,977.0
note,G4,eighth,0.5,977.5
note,E4,half,3.0,978.0
note,E5,eighth,0.5,981.0
note,E5,eighth,0.5,981.5
note,C5,complex,2.5,982.0
note,G4,eighth,0.5,984.5
note,G4,eighth,0.5,985.0
note,G4,eighth,0.5,985.5
note,E4,half,3.0,986.0
note,E5,eighth,0.5,989.0
note,E5,eighth,0.5,989.5
note,C5,complex,2.5,990.0
chord,"G4,B4,D5,G5",eighth,0.5,992.5
chord,"G4,B4,D5,G5",eighth,0.5,993.0
chord,"G4,B4,D5,G5",eighth,0.5,993.5
chord,"G4,C5,E5,G5",quarter,1.0,994.0
chord,"G4,B4,D5,G5",eighth,0.5,996.5
chord,"G4,B4,D5,G5",eighth,0.5,997.0
chord,"G4,B4,D5,G5",eighth,0.5,997.5
chord,"G4,C5,E5,G5",quarter,1.0,998.0
chord,"G4,B4,D5,G5",eighth,0.5,1000.5
chord,"G4,B4,D5,G5",eighth,0.5,1001.0
chord,"G4,B4,D5,G5",eighth,0.5,1001.5
chord,"G4,C5,E5,G5",quarter,1.0,1002.0
chord,"G4,B4,D5,G5",quarter,1.0,1003.0
chord,"G4,C5,E5,G5",quarter,1.0,1004.0
chord,"G4,B4,D5,G5",quarter,1.0,1005.0
chord,"G4,C5,E5,G5",quarter,1.0,1006.0
chord,"B4,D5,G5,B5",quarter,1.0,1007.0
chord,"C5,E5,G5,C6",quarter,1.0,1008.0
chord,"B4,D5,G5,B5",quarter,1.0,1009.0
chord,"C5,E5,G5,C6",quarter,1.0,1010.0
chord,"B3,D4,G4,B4",quarter,1.0,1012.0
chord,"C4,E4,G4,C5",quarter,1.0,1014.0
rest,,complex,14.5,0.0
note,E5,eighth,0.5,14.5
rest,,inexpressible,978.0,14.5
note,E5,eighth,0.5,15.0
note,E5,eighth,0.5,15.5
note,C5,half,3.0,16.0
note,F5,eighth,0.5,22.5
note,F5,eighth,0.5,23.0
note,F5,eighth,0.5,23.5
note,D5,complex,2.5,24.0
note,G5,eighth,0.5,26.5
note,G5,eighth,0.5,27.0
note,F5,eighth,0.5,27.5
chord,"G4,B4",quarter,1.0,40.0
note,D4,eighth,0.5,50.5
note,D4,eighth,0.5,51.0
note,D4,eighth,0.5,51.5
note,B3,whole,4.0,52.0
note,C4,quarter,1.0,56.0
note,D4,eighth,0.5,58.5
note,D4,eighth,0.5,59.0
note,D4,eighth,0.5,59.5
note,B3,half,3.0,60.0
note,C5,half,2.0,66.0
note,B4,eighth,0.5,68.0
note,D5,half,2.0,70.0
note,C5,eighth,0.5,72.0
note,G4,half,2.0,124.0
note,G#4,half,2.0,126.0
note,G#4,half,2.0,128.0
chord,"E4,G4",half,2.0,130.0
note,G4,half,2.0,132.0
note,G#4,half,2.0,134.0
note,G#4,half,2.0,136.0
chord,"E4,G4",half,2.0,138.0
chord,"E4,G4",half,2.0,148.0
chord,"E4,G4",half,2.0,150.0
chord,"E4,G4",half,2.0,152.0
chord,"C4,F4",half,2.0,154.0
chord,"F4,G#4",half,2.0,156.0
chord,"G4,B4",half,2.0,158.0
chord,"G4,B4",half,2.0,160.0
chord,"E4,G#4",half,2.0,162.0
note,C5,half,2.0,164.0
chord,"C5,E5",half,2.0,166.0
chord,"B4,E5",half,2.0,170.0
note,E5,half,2.0,174.0
note,E5,half,2.0,178.0
note,E5,half,2.0,182.0
note,F5,whole,4.0,202.0
note,C#4,eighth,0.5,250.5
note,C#4,eighth,0.5,251.0
note,C#4,eighth,0.5,251.5
note,C4,whole,4.0,252.0
note,C#5,eighth,0.5,258.5
note,C#5,eighth,0.5,259.0
note,C#5,eighth,0.5,259.5
note,C5,eighth,0.5,260.0
note,G#5,eighth,0.5,260.5
note,G#5,eighth,0.5,261.0
note,G#5,eighth,0.5,261.5
note,F5,complex,2.5,262.0
note,C#5,eighth,0.5,266.5
note,C#5,eighth,0.5,267.0
note,B5,eighth,0.5,268.5
note,B5,eighth,0.5,269.0
note,B5,eighth,0.5,269.5
note,G5,complex,2.5,270.0
note,C6,eighth,0.5,272.5
note,C6,eighth,0.5,273.0
note,B5,eighth,0.5,273.5
note,G#5,half,2.0,274.0
note,C5,complex,2.5,276.0
note,G#4,eighth,0.5,278.5
note,G#4,eighth,0.5,279.0
note,B4,eighth,0.5,279.5
note,C5,half,2.0,280.0
note,G4,eighth,0.5,288.0
note,G4,eighth,0.5,288.5
note,D4,eighth,0.5,292.0
note,G4,eighth,0.5,292.5
note,G4,eighth,0.5,293.0
note,F4,eighth,0.5,293.5
note,D4,eighth,0.5,296.0
note,G4,eighth,0.5,296.5
note,G4,eighth,0.5,297.0
note,F4,eighth,0.5,297.5
note,F#4,eighth,0.5,365.0
note,F#4,eighth,0.5,365.5
note,F#4,quarter,1.0,366.0
note,C5,eighth,0.5,367.0
note,C5,eighth,0.5,367.5
note,C5,quarter,1.0,368.0
note,B3,eighth,0.5,379.0
note,B3,eighth,0.5,379.5
note,B3,quarter,1.0,380.0
note,F4,eighth,0.5,381.0
note,F4,eighth,0.5,381.5
note,F4,quarter,1.0,382.0
note,B4,eighth,0.5,383.0
note,B4,eighth,0.5,383.5
note,B4,quarter,1.0,384.0
note,G#4,eighth,0.5,508.5
note,G#4,eighth,0.5,509.0
note,G#4,eighth,0.5,509.5
note,G4,eighth,0.5,510.0
note,E5,eighth,0.5,510.5
note,E5,eighth,0.5,511.0
note,E5,eighth,0.5,511.5
note,C5,half,2.0,512.0
note,G4,eighth,0.5,514.5
note,C4,quarter,1.0,515.0
note,G#4,eighth,0.5,516.5
note,G#4,eighth,0.5,517.0
note,G#4,eighth,0.5,517.5
note,G4,eighth,0.5,518.0
note,E4,eighth,0.5,524.5
note,E4,eighth,0.5,525.0
note,F4,eighth,0.5,525.5
note,G4,half,2.0,526.0
note,E4,eighth,0.5,528.5
note,E4,eighth,0.5,529.0
note,F4,eighth,0.5,529.5
chord,"G4,B4",quarter,1.0,530.0
chord,"C4,F#4",quarter,1.0,534.0
chord,"G4,B4",quarter,1.0,536.0
note,D4,eighth,0.5,548.5
note,D4,eighth,0.5,549.0
note,D4,eighth,0.5,549.5
note,B3,whole,4.0,550.0
note,B4,complex,2.5,558.0
note,C5,half,2.0,564.0
note,B4,eighth,0.5,566.0
note,D5,half,2.0,568.0
note,C5,eighth,0.5,570.0
note,E4,half,2.0,622.0
note,F4,whole,4.0,624.0
chord,"C4,E4",half,2.0,628.0
chord,"C5,E5",half,2.0,630.0
chord,"D5,F5",half,2.0,632.0
note,F5,half,2.0,634.0
chord,"C5,E5",half,2.0,636.0
note,E4,half,2.0,638.0
note,F4,whole,4.0,640.0
chord,"C4,E4",half,2.0,644.0
chord,"C5,E5",half,2.0,646.0
chord,"D5,F5",half,2.0,648.0
note,F5,half,2.0,650.0
chord,"C5,E5",half,2.0,652.0
chord,"G4,B4",half,2.0,654.0
chord,"E4,G4",half,2.0,656.0
chord,"E4,G4",half,2.0,658.0
chord,"C4,F4",half,2.0,660.0
chord,"F4,A4",half,2.0,662.0
chord,"F#4,A4",half,2.0,664.0
chord,"F#4,A4",half,2.0,666.0
chord,"D4,G4",half,2.0,668.0
note,G3,quarter,1.0,808.0
note,F5,eighth,0.5,812.0
note,G5,eighth,0.5,812.5
note,G#5,eighth,0.5,813.0
note,G5,eighth,0.5,813.5
note,G#5,eighth,0.5,814.0
note,G5,eighth,0.5,814.5
note,G#5,eighth,0.5,815.0
note,G5,eighth,0.5,815.5
note,F5,eighth,0.5,820.0
note,G5,eighth,0.5,820.5
note,G#5,eighth,0.5,821.0
note,G5,eighth,0.5,821.5
note,G#5,eighth,0.5,822.0
note,G5,eighth,0.5,822.5
note,G#5,eighth,0.5,823.0
note,G5,eighth,0.5,823.5
note,C5,half,2.0,860.0
note,C5,half,2.0,864.0
note,C5,half,2.0,868.0
note,F5,half,2.0,872.0
note,C5,half,2.0,892.0
note,G4,quarter,1.0,896.0
note,E4,quarter,1.0,897.0
note,C5,half,2.0,900.0
note,G4,half,2.0,904.0
note,G4,half,2.0,912.0
note,C4,half,2.0,922.0
note,C5,half,2.0,924.0
note,G5,complex,10.5,950.0
note,G#4,eighth,0.5,978.5
note,G#4,eighth,0.5,979.0
note,G#4,eighth,0.5,979.5
note,G4,eighth,0.5,980.0
note,E5,eighth,0.5,980.5
note,G#5,quarter,1.0,983.0
note,G5,eighth,0.5,984.0
note,G#4,eighth,0.5,986.5
note,G#4,eighth,0.5,987.0
note,G#4,eighth,0.5,987.5
note,G4,eighth,0.5,988.0
note,E5,eighth,0.5,988.5
note,G#5,quarter,1.0,991.0
note,G5,eighth,0.5,992.0
rest,,complex,22.5,992.5
note,G#3,eighth,0.5,550.5
note,G#3,eighth,0.5,551.0
note,G#3,eighth,0.5,551.5
note,G3,half,2.0,552.0
chord,"B4,D5",eighth,0.5,950.5
chord,"B4,D5",eighth,0.5,951.0
chord,"B4,D5",eighth,0.5,951.5
chord,"B4,D5",half,3.0,952.0
chord,"C5,E5",quarter,1.0,955.0
chord,"D5,F5",quarter,1.0,956.0
chord,"B4,D5",quarter,1.0,957.0
chord,"C5,E5",quarter,1.0,958.0
chord,"D5,F5",quarter,1.0,959.0
chord,"C5,E5",eighth,0.5,960.0
rest,,eighth,0.5,0.0
chord,"G2,G3",eighth,0.5,0.5
chord,"G2,G3",eighth,0.5,1.0
chord,"G2,G3",eighth,0.5,1.5
chord,"E2,E3",half,2.0,2.0
chord,"F2,F3",eighth,0.5,4.5
chord,"F2,F3",eighth,0.5,5.0
chord,"F2,F3",eighth,0.5,5.5
chord,"D2,D3",whole,4.0,6.0
chord,"C4,E4",whole,7.0,12.0
chord,"B3,D4",breve,8.0,20.0
note,C4,half,2.0,28.0
chord,"G4,B3",half,2.0,30.0
note,G4,eighth,0.5,32.0
note,E4,eighth,0.5,32.5
note,E4,eighth,0.5,33.0
note,F4,eighth,0.5,33.5
chord,"B3,G4",eighth,0.5,34.0
chord,"B2,G3,B3",eighth,0.5,34.5
chord,"B2,G3,B3",eighth,0.5,35.0
chord,"B2,G3,B3",eighth,0.5,35.5
chord,"C3,G3,C4",quarter,1.0,36.0
chord,"G#2,C3,G#3",quarter,1.0,38.0
chord,"G2,D3,G3",quarter,1.0,40.0
chord,"G#2,G#3",eighth,0.5,42.5
chord,"G#2,G#3",eighth,0.5,43.0
chord,"G#2,G#3",eighth,0.5,43.5
chord,"F2,F3",whole,4.0,44.0
note,G#3,eighth,0.5,52.5
note,G#3,eighth,0.5,53.0
note,G#3,eighth,0.5,53.5
note,G3,half,3.0,54.0
note,G#3,eighth,0.5,60.5
note,G#3,eighth,0.5,61.0
note,G#3,eighth,0.5,61.5
note,G3,half,3.0,62.0
chord,"C2,C3",eighth,0.5,66.5
chord,"C2,C3",eighth,0.5,67.0
chord,"C2,C3",eighth,0.5,67.5
chord,"C2,C3",quarter,1.0,68.0
chord,"C2,C3",eighth,0.5,70.5
chord,"C2,C3",eighth,0.5,71.0
chord,"C2,C3",eighth,0.5,71.5
chord,"C2,C3",quarter,1.0,72.0
chord,"C3,B3",quarter,1.0,74.0
chord,"C3,B3",quarter,1.0,76.0
chord,"C3,G#3,C4",quarter,1.0,78.0
chord,"C3,E3,C4",quarter,1.0,80.0
chord,"C3,G#3,C4",quarter,1.0,82.0
chord,"C3,F3,G#3,C4",quarter,1.0,84.0
chord,"C3,E3,G3,C4",eighth,0.5,86.0
chord,"C3,E3,G3,C4",eighth,0.5,86.5
chord,"C3,E3,G3,C4",eighth,0.5,87.0
chord,"C3,E3,G3,C4",eighth,0.5,87.5
chord,"C3,E3,G3,C4",eighth,0.5,88.0
chord,"C3,E3,G3,C4",eighth,0.5,88.5
chord,"C3,E3,G3,C4",eighth,0.5,89.0
chord,"C3,E3,G3,C4",eighth,0.5,89.5
chord,"C3,E3,G3,C4",eighth,0.5,90.0
chord,"C3,E3,G3,C4",eighth,0.5,90.5
chord,"C3,E3,G3,C4",eighth,0.5,91.0
chord,"C3,E3,G3,C4",eighth,0.5,91.5
chord,"C3,E3",eighth,0.5,92.0
note,G3,eighth,0.5,92.5
chord,"C3,E3",eighth,0.5,93.0
note,G3,eighth,0.5,93.5
chord,"G2,D3,F3",eighth,0.5,94.0
chord,"G2,D3,F3",eighth,0.5,94.5
chord,"G2,D3,F3",eighth,0.5,95.0
chord,"G2,D3,F3",eighth,0.5,95.5
chord,"G2,D3,F3",eighth,0.5,96.0
chord,"G2,D3,F3",eighth,0.5,96.5
chord,"G2,D3,F3",eighth,0.5,97.0
chord,"G2,D3,F3",eighth,0.5,97.5
chord,"G2,D3,F3",eighth,0.5,98.0
chord,"G2,D3,F3",eighth,0.5,98.5
chord,"G2,D3,F3",eighth,0.5,99.0
chord,"G2,D3,F3",eighth,0.5,99.5
chord,"G2,D3,F3",eighth,0.5,100.0
chord,"G2,D3,F3",eighth,0.5,100.5
chord,"C3,E3",eighth,0.5,101.0
note,G3,eighth,0.5,101.5
chord,"C3,E3,F#3",eighth,0.5,102.0
note,A3,eighth,0.5,102.5
chord,"C3,E3,F#3",eighth,0.5,103.0
note,A3,eighth,0.5,103.5
chord,"C3,E3,F#3",eighth,0.5,104.0
note,A3,eighth,0.5,104.5
chord,"C3,E3,F#3",eighth,0.5,105.0
note,A3,eighth,0.5,105.5
chord,"C3,E3,F#3",eighth,0.5,106.0
note,A3,eighth,0.5,106.5
chord,"C3,E3,F#3",eighth,0.5,107.0
note,A3,eighth,0.5,107.5
chord,"C3,E3,F#3",eighth,0.5,108.0
note,A3,eighth,0.5,108.5
chord,"C3,E3,F#3",eighth,0.5,109.0
note,A3,eighth,0.5,109.5
chord,"C3,E3,F#3,A3",quarter,1.0,110.0
chord,"D3,F3,B3",quarter,1.0,114.0
note,E4,half,2.0,118.0
note,B3,complex,6.5,122.0
note,B2,eighth,0.5,128.5
note,B2,eighth,0.5,129.0
note,B2,eighth,0.5,129.5
note,E3,quarter,1.0,130.0
chord,"E4,B3",half,2.0,132.0
chord,"F4,B3",half,2.0,134.0
note,D4,half,2.0,136.0
note,E3,quarter,1.0,138.0
chord,"G3,B3",half,2.0,140.0
chord,"F3,G#3",half,2.0,142.0
chord,"D3,G#3",half,2.0,144.0
chord,"E3,G3",half,2.0,146.0
chord,"G3,B3",half,2.0,148.0
chord,"E3,G3",half,2.0,150.0
chord,"C2,C3",eighth,0.5,152.5
chord,"C2,C3",eighth,0.5,153.0
chord,"C2,C3",eighth,0.5,153.5
chord,"F2,F3",quarter,1.0,154.0
chord,"G#3,C#4",half,2.0,156.0
chord,"G3,B3",half,2.0,158.0
chord,"E2,E3",eighth,0.5,160.5
chord,"E2,E3",eighth,0.5,161.0
chord,"E2,E3",eighth,0.5,161.5
chord,"G#2,G#3",quarter,1.0,162.0
note,G#3,half,2.0,164.0
note,A3,eighth,0.5,166.0
chord,"A2,A3",eighth,0.5,166.5
chord,"A2,A3",eighth,0.5,167.0
chord,"A2,A3",eighth,0.5,167.5
chord,"A2,A3",quarter,1.0,168.0
chord,"B2,B3",eighth,0.5,170.5
chord,"B2,B3",eighth,0.5,171.0
chord,"B2,B3",eighth,0.5,171.5
chord,"B2,B3",quarter,1.0,172.0
chord,"B2,B3",eighth,0.5,174.5
chord,"B2,B3",eighth,0.5,175.0
chord,"B2,B3",eighth,0.5,175.5
chord,"B2,B3",quarter,1.0,176.0
chord,"C3,C4",eighth,0.5,178.5
chord,"C3,C4",eighth,0.5,179.0
chord,"C3,C4",eighth,0.5,179.5
chord,"C3,C4",quarter,1.0,180.0
chord,"C3,C4",eighth,0.5,182.5
chord,"C3,C4",eighth,0.5,183.0
chord,"C3,C4",eighth,0.5,183.5
chord,"C3,C4",quarter,1.0,184.0
chord,"C3,C4",eighth,0.5,185.0
chord,"C3,C4",eighth,0.5,185.5
chord,"D3,B3,D4",half,3.0,186.0
chord,"D2,B2,D3",quarter,1.0,189.0
chord,"E2,B2,E3",quarter,1.0,190.0
chord,"F2,B2,F3",quarter,1.0,192.0
chord,"G2,B2,E3,G3",quarter,1.0,194.0
chord,"G#2,E3,F3,G#3",quarter,1.0,196.0
chord,"B2,E3,G3,B3",quarter,1.0,198.0
chord,"B2,D3,F3,B3",quarter,1.0,200.0
chord,"D2,D3",quarter,1.0,202.0
note,F2,quarter,1.0,203.0
chord,"D2,D3",quarter,1.0,204.0
note,F2,quarter,1.0,205.0
chord,"E2,E3",quarter,1.0,206.0
note,G2,quarter,1.0,207.0
chord,"F2,F3",quarter,1.0,208.0
note,G#2,quarter,1.0,209.0
chord,"G2,G3",quarter,1.0,210.0
note,B2,quarter,1.0,211.0
chord,"G#2,E3,G#3",quarter,1.0,212.0
note,C3,quarter,1.0,213.0
chord,"B2,G3",quarter,1.0,214.0
note,B3,quarter,1.0,215.0
chord,"B2,B3",quarter,1.0,216.0
chord,"F3,G#3,B3,D4",quarter,1.0,217.0
chord,"E3,G3,B3,E4",eighth,0.5,218.0
note,G4,eighth,0.5,218.5
note,G4,eighth,0.5,219.0
note,G4,eighth,0.5,219.5
note,E4,eighth,0.5,220.0
note,B3,eighth,0.5,220.5
note,B3,eighth,0.5,221.0
note,B3,eighth,0.5,221.5
note,G3,eighth,0.5,222.0
note,E3,eighth,0.5,222.5
note,E3,eighth,0.5,223.0
note,E3,eighth,0.5,223.5
chord,"B2,B3",eighth,0.5,224.0
chord,"B1,B2",eighth,0.5,224.5
chord,"B1,B2",eighth,0.5,225.0
chord,"B1,B2",eighth,0.5,225.5
chord,"E2,E3",eighth,0.5,226.0
note,G4,eighth,0.5,226.5
note,G4,eighth,0.5,227.0
note,G4,eighth,0.5,227.5
note,E4,eighth,0.5,228.0
note,B3,eighth,0.5,228.5
note,B3,eighth,0.5,229.0
note,B3,eighth,0.5,229.5
note,G3,eighth,0.5,230.0
note,E3,eighth,0.5,230.5
note,E3,eighth,0.5,231.0
note,E3,eighth,0.5,231.5
chord,"B2,B3",eighth,0.5,232.0
chord,"B1,B2",eighth,0.5,232.5
chord,"B1,B2",eighth,0.5,233.0
chord,"B1,B2",eighth,0.5,233.5
chord,"E2,E3",quarter,1.0,234.0
chord,"B1,B2",eighth,0.5,236.5
chord,"B1,B2",eighth,0.5,237.0
chord,"B1,B2",eighth,0.5,237.5
chord,"E2,E3",quarter,1.0,238.0
chord,"B1,B2",eighth,0.5,240.5
chord,"B1,B2",eighth,0.5,241.0
chord,"B1,B2",eighth,0.5,241.5
chord,"E2,E3",quarter,1.0,242.0
chord,"C#2,C#3",eighth,0.5,250.5
chord,"C#2,C#3",eighth,0.5,251.0
chord,"C#2,C#3",eighth,0.5,251.5
chord,"C2,C3",whole,4.0,252.0
note,C4,complex,4.5,258.0
note,C#4,eighth,0.5,262.5
note,C#4,eighth,0.5,263.0
note,C#4,eighth,0.5,263.5
note,C4,complex,6.5,264.0
note,C#4,eighth,0.5,270.5
note,C#4,eighth,0.5,271.0
note,C#4,eighth,0.5,271.5
note,C4,breve,12.0,272.0
note,D4,quarter,1.0,284.0
note,E4,quarter,1.0,285.0
note,F4,quarter,1.0,286.0
note,F#4,quarter,1.0,287.0
note,G3,quarter,1.0,289.0
chord,"E4,C4",half,2.0,290.0
chord,"G3,B3",quarter,1.0,292.0
chord,"C4,E4",half,2.0,294.0
chord,"G3,B3",quarter,1.0,296.0
note,E4,eighth,0.5,298.0
note,E4,eighth,0.5,298.5
note,E4,eighth,0.5,299.0
note,D4,eighth,0.5,299.5
note,C4,eighth,0.5,300.0
chord,"C4,E4",eighth,0.5,300.5
chord,"C4,E4",eighth,0.5,301.0
chord,"B3,D4",eighth,0.5,301.5
chord,"A3,C4",eighth,0.5,302.0
chord,"A3,C4",eighth,0.5,302.5
chord,"A3,C4",eighth,0.5,303.0
chord,"G3,B3",eighth,0.5,303.5
chord,"D3,F#3,A3",quarter,1.0,304.0
note,G3,quarter,1.0,306.0
note,B3,eighth,0.5,307.0
note,C4,eighth,0.5,307.5
note,D4,half,2.0,308.0
note,G3,quarter,1.0,310.0
note,B3,eighth,0.5,311.0
note,C4,eighth,0.5,311.5
note,D4,eighth,0.5,312.0
note,D4,eighth,0.5,312.5
note,D4,eighth,0.5,313.0
note,C4,eighth,0.5,313.5
chord,"G3,B3",eighth,0.5,314.0
note,B3,eighth,0.5,314.5
note,B3,eighth,0.5,315.0
note,A3,eighth,0.5,315.5
note,G3,eighth,0.5,316.0
note,G3,eighth,0.5,316.5
note,G3,eighth,0.5,317.0
note,F3,eighth,0.5,317.5
note,E3,eighth,0.5,318.0
note,E3,eighth,0.5,318.5
note,E3,eighth,0.5,319.0
note,D3,eighth,0.5,319.5
note,C3,eighth,0.5,320.0
note,C4,eighth,0.5,320.5
note,C4,eighth,0.5,321.0
note,B3,eighth,0.5,321.5
note,A3,eighth,0.5,322.0
note,A3,eighth,0.5,322.5
note,A3,eighth,0.5,323.0
note,G3,eighth,0.5,323.5
note,F#3,eighth,0.5,324.0
note,F#3,eighth,0.5,324.5
note,F#3,eighth,0.5,325.0
note,E3,eighth,0.5,325.5
note,D3,eighth,0.5,326.0
note,D3,eighth,0.5,326.5
note,D3,eighth,0.5,327.0
note,C3,eighth,0.5,327.5
note,B2,eighth,0.5,328.0
note,D4,eighth,0.5,328.5
note,D4,eighth,0.5,329.0
note,C4,eighth,0.5,329.5
note,B3,eighth,0.5,330.0
note,B3,eighth,0.5,330.5
note,B3,eighth,0.5,331.0
note,A3,eighth,0.5,331.5
chord,"B2,G3",eighth,0.5,332.0
chord,"B2,F3",eighth,0.5,332.5
chord,"B2,E3",eighth,0.5,333.0
chord,"B2,D3",eighth,0.5,333.5
chord,"C3,E3,F#3,A3",eighth,0.5,334.0
chord,"C3,E3,F#3,A3",eighth,0.5,334.5
chord,"C3,E3,F#3,A3",eighth,0.5,335.0
