type,note(s),duration_type,duration_quarterLength,offset
chord,"C3,E3,F#3,A3",eighth,0.5,335.5
chord,"C3,E3,F#3,A3",eighth,0.5,336.0
chord,"C3,E3,F#3,A3",eighth,0.5,336.5
chord,"C3,E3,F#3,A3",eighth,0.5,337.0
chord,"C3,E3,F#3,A3",eighth,0.5,337.5
chord,"C3,E3,F#3,A3",quarter,1.0,338.0
chord,"C#2,G2,C#3",eighth,0.5,340.5
chord,"C#2,G2,C#3",eighth,0.5,341.0
chord,"C#2,G2,C#3",eighth,0.5,341.5
chord,"C#2,G2,C#3",eighth,0.5,342.0
chord,"C#2,G2,C#3",eighth,0.5,342.5
chord,"C#2,G2,C#3",eighth,0.5,343.0
chord,"C#2,G2,C#3",eighth,0.5,343.5
chord,"C#2,G2,C#3",eighth,0.5,344.0
chord,"C#2,G2,C#3",eighth,0.5,344.5
chord,"C#2,G2,C#3",eighth,0.5,345.0
chord,"C#2,G2,C#3",eighth,0.5,345.5
chord,"C#2,G2,C#3",quarter,1.0,346.0
chord,"D2,D3",eighth,0.5,348.5
chord,"D2,D3",eighth,0.5,349.0
chord,"D2,D3",eighth,0.5,349.5
chord,"D2,D3",quarter,1.0,350.0
chord,"E2,E3",eighth,0.5,353.0
chord,"E2,E3",eighth,0.5,353.5
chord,"E2,E3",quarter,1.0,354.0
chord,"F#2,F#3",eighth,0.5,355.0
chord,"F#2,F#3",eighth,0.5,355.5
chord,"F#2,F#3",quarter,1.0,356.0
note,G4,half,2.0,358.0
note,A4,half,2.0,360.0
note,C4,eighth,0.5,363.0
note,C4,eighth,0.5,363.5
note,C4,quarter,1.0,364.0
chord,"A2,A3",eighth,0.5,365.0
chord,"F#2,F#3",eighth,0.5,366.0
chord,"D2,D3",eighth,0.5,367.0
chord,"C2,C3",eighth,0.5,368.0
chord,"A1,A2",eighth,0.5,369.0
chord,"F#1,F#2",eighth,0.5,370.0
chord,"D1,D2",eighth,0.5,371.0
chord,"G1,G2",eighth,0.5,372.0
note,C4,half,2.0,374.0
note,D4,half,2.0,376.0
note,G3,quarter,1.0,378.0
note,F3,half,2.0,379.0
chord,"D3,D4",eighth,0.5,381.0
chord,"B2,B3",eighth,0.5,382.0
chord,"G2,G3",eighth,0.5,383.0
chord,"F2,F3",eighth,0.5,384.0
chord,"D2,D3",eighth,0.5,385.0
chord,"B1,B2",quarter,1.0,386.0
chord,"G1,G2",quarter,1.0,387.0
chord,"C2,C3",quarter,1.0,388.0
chord,"G#3,C4,F4",half,2.0,390.0
chord,"B3,C#4",half,2.0,392.0
chord,"G1,C2,G2",half,2.0,394.0
chord,"G#1,F2,G#2",half,2.0,396.0
chord,"G#3,C4",half,2.0,398.0
chord,"B3,C#4",half,2.0,400.0
chord,"G1,C2,G2",half,2.0,402.0
chord,"G#1,F2,G#2",half,2.0,404.0
chord,"G#3,C4",half,2.0,406.0
chord,"B3,C#4",half,2.0,408.0
chord,"B1,B2",half,2.0,410.0
chord,"C2,C3",half,2.0,412.0
chord,"C4,E4,F4",half,2.0,414.0
chord,"C#4,F4",half,2.0,416.0
chord,"C#2,C#3",half,2.0,418.0
chord,"E4,F#4",half,2.0,420.0
chord,"E2,E3",half,2.0,422.0
chord,"F4,G#4",half,2.0,424.0
chord,"F2,F3",half,2.0,426.0
chord,"F#4,A4",half,2.0,428.0
chord,"F#1,F#2",half,2.0,430.0
chord,"F#4,A4",half,2.0,432.0
chord,"F#1,F#2",half,2.0,434.0
chord,"F#4,A4",half,2.0,436.0
chord,"F#1,F#2",half,2.0,438.0
chord,"F#4,A4",half,2.0,440.0
chord,"D3,F#1,F#2",half,2.0,442.0
chord,"F#4,A4",half,2.0,444.0
chord,"D3,F#1,F#2",half,2.0,446.0
chord,"F#4,A4",half,2.0,448.0
chord,"D3,F#1,F#2",half,2.0,450.0
chord,"F#4,A4",half,2.0,452.0
chord,"F#2,D3",eighth,0.5,454.0
chord,"D2,D3",eighth,0.5,454.5
chord,"D2,D3",eighth,0.5,455.0
chord,"D2,D3",eighth,0.5,455.5
chord,"B1,B2",half,2.0,456.0
chord,"C2,C3",half,2.0,458.0
chord,"A1,A2",whole,4.0,460.0
chord,"B3,F4",half,2.0,464.0
chord,"F3,B1,B2",half,2.0,466.0
chord,"B3,F4",half,2.0,468.0
chord,"F3,B1,B2",half,2.0,470.0
chord,"B3,F4",half,2.0,472.0
chord,"F3,B1,B2",half,2.0,474.0
chord,"B3,F4",half,2.0,476.0
chord,"F3,B1,B2",half,2.0,478.0
chord,"F3,B1,B2",eighth,0.5,480.0
chord,"G#2,G#3",eighth,0.5,480.5
chord,"G#2,G#3",eighth,0.5,481.0
chord,"G#2,G#3",eighth,0.5,481.5
chord,"F2,F3",complex,2.5,482.0
chord,"G#2,G#3",eighth,0.5,484.5
chord,"G#2,G#3",eighth,0.5,485.0
chord,"G#2,G#3",eighth,0.5,485.5
chord,"F2,F3",complex,2.5,486.0
chord,"G#2,G#3",eighth,0.5,488.5
chord,"G#2,G#3",eighth,0.5,489.0
chord,"G#2,G#3",eighth,0.5,489.5
chord,"F2,F3",eighth,0.5,490.0
chord,"G#2,G#3",eighth,0.5,490.5
chord,"G#2,G#3",eighth,0.5,491.0
chord,"G#2,G#3",eighth,0.5,491.5
chord,"F2,F3",eighth,0.5,492.0
chord,"G#2,G#3",eighth,0.5,492.5
chord,"G#2,G#3",eighth,0.5,493.0
chord,"G#2,G#3",eighth,0.5,493.5
chord,"F2,F3",eighth,0.5,494.0
chord,"G#2,G#3",eighth,0.5,494.5
chord,"G#2,G#3",eighth,0.5,495.0
chord,"G#2,G#3",eighth,0.5,495.5
chord,"F2,F3",eighth,0.5,496.0
chord,"G2,G3",eighth,0.5,496.5
chord,"G2,G3",eighth,0.5,497.0
chord,"G2,G3",eighth,0.5,497.5
chord,"E2,G2,E3",half,2.0,498.0
chord,"F2,G2,F3",eighth,0.5,500.5
chord,"F2,G2,F3",eighth,0.5,501.0
chord,"F2,G2,F3",eighth,0.5,501.5
chord,"D2,G2,D3",whole,4.0,502.0
note,C3,complex,5.0,508.0
note,C3,quarter,1.0,513.0
note,E3,quarter,1.0,514.0
note,C3,quarter,1.0,515.0
chord,"B2,B3",complex,5.0,516.0
chord,"G2,G3",quarter,1.0,521.0
chord,"B2,B3",quarter,1.0,522.0
chord,"G2,G3",quarter,1.0,523.0
chord,"C3,C4",half,2.0,524.0
chord,"B2,B3",half,2.0,526.0
chord,"C3,C4",half,2.0,528.0
chord,"G3,G2",quarter,1.0,530.0
note,A3,eighth,0.5,531.0
note,B3,eighth,0.5,531.5
chord,"C3,C4",quarter,1.0,532.0
chord,"G#2,G#3",quarter,1.0,534.0
chord,"G2,G3",quarter,1.0,536.0
chord,"G1,G2",eighth,0.5,552.5
chord,"G1,G2",eighth,0.5,553.0
chord,"G1,G2",eighth,0.5,553.5
note,C2,eighth,0.5,554.0
note,G#3,eighth,0.5,554.5
note,G#3,eighth,0.5,555.0
note,G#3,eighth,0.5,555.5
note,F3,eighth,0.5,556.0
note,D3,eighth,0.5,556.5
note,D3,eighth,0.5,557.0
note,D3,eighth,0.5,557.5
note,B2,eighth,0.5,558.0
note,G#2,eighth,0.5,558.5
note,G#2,eighth,0.5,559.0
note,G#2,eighth,0.5,559.5
note,G2,eighth,0.5,560.0
note,G3,eighth,0.5,560.5
note,G3,eighth,0.5,561.0
note,G3,eighth,0.5,561.5
chord,"C3,C4",eighth,0.5,562.0
note,C3,eighth,0.5,562.5
note,C3,eighth,0.5,563.0
note,C3,eighth,0.5,563.5
note,C3,complex,2.5,564.0
note,C3,eighth,0.5,566.5
note,C3,eighth,0.5,567.0
note,C3,eighth,0.5,567.5
note,C3,complex,2.5,568.0
note,C3,eighth,0.5,570.5
note,C3,eighth,0.5,571.0
note,C3,eighth,0.5,571.5
chord,"C3,B3",quarter,1.0,572.0
chord,"C3,B3",quarter,1.0,574.0
chord,"C3,G#3",quarter,1.0,576.0
chord,"C3,G3,B3",quarter,1.0,578.0
chord,"C3,F3,G#3",quarter,1.0,580.0
chord,"C3,F3,G#3",quarter,1.0,582.0
chord,"C2,C3",quarter,1.0,584.0
chord,"C3,E3,G3",eighth,0.5,585.0
note,C4,eighth,0.5,585.5
chord,"C3,E3,G3",eighth,0.5,586.0
note,C4,eighth,0.5,586.5
chord,"C3,E3,G3",eighth,0.5,587.0
note,C4,eighth,0.5,587.5
chord,"C3,E3,G3",eighth,0.5,588.0
note,C4,eighth,0.5,588.5
chord,"C3,E3,G3",eighth,0.5,589.0
note,C4,eighth,0.5,589.5
chord,"C3,E3",eighth,0.5,590.0
chord,"C3,E3,G3",eighth,0.5,590.5
chord,"C3,E3,G3",eighth,0.5,591.0
chord,"C3,E3,G3",eighth,0.5,591.5
chord,"G2,D3,F3",eighth,0.5,592.0
note,G3,eighth,0.5,592.5
chord,"G2,D3,F3",eighth,0.5,593.0
note,G3,eighth,0.5,593.5
chord,"G2,D3,F3",eighth,0.5,594.0
note,G3,eighth,0.5,594.5
chord,"G2,D3,F3",eighth,0.5,595.0
note,G3,eighth,0.5,595.5
chord,"G2,D3,F3",eighth,0.5,596.0
note,G3,eighth,0.5,596.5
chord,"G2,D3,F3",eighth,0.5,597.0
note,G3,eighth,0.5,597.5
chord,"G2,D3,F3",eighth,0.5,598.0
note,G3,eighth,0.5,598.5
chord,"C3,E3",eighth,0.5,599.0
chord,"C3,E3",eighth,0.5,599.5
chord,"C2,C3",eighth,0.5,600.0
note,E4,eighth,0.5,600.5
note,E4,eighth,0.5,601.0
note,E4,eighth,0.5,601.5
note,C4,eighth,0.5,602.0
note,A3,eighth,0.5,602.5
note,A3,eighth,0.5,603.0
note,A3,eighth,0.5,603.5
note,F#3,eighth,0.5,604.0
note,E3,eighth,0.5,604.5
note,E3,eighth,0.5,605.0
note,E3,eighth,0.5,605.5
note,C3,eighth,0.5,606.0
note,A2,eighth,0.5,606.5
note,A2,eighth,0.5,607.0
note,A2,eighth,0.5,607.5
chord,"C2,C3",quarter,1.0,608.0
chord,"B1,G2,B2",quarter,1.0,612.0
note,C4,half,2.0,616.0
note,D4,half,2.0,618.0
note,G3,whole,6.0,620.0
chord,"B3,G3",eighth,0.5,626.0
chord,"G1,G2",eighth,0.5,626.5
chord,"G1,G2",eighth,0.5,627.0
chord,"G1,G2",eighth,0.5,627.5
note,C2,quarter,1.0,628.0
chord,"E4,G4",half,2.0,630.0
chord,"D4,F4",half,2.0,632.0
chord,"B3,D4",eighth,0.5,634.0
note,G2,eighth,0.5,634.5
note,G2,eighth,0.5,635.0
note,G2,eighth,0.5,635.5
chord,"C2,C3",quarter,1.0,636.0
note,C4,half,2.0,638.0
note,D4,half,2.0,640.0
note,B3,eighth,0.5,642.0
note,G2,eighth,0.5,642.5
note,G2,eighth,0.5,643.0
note,G2,eighth,0.5,643.5
chord,"C2,C3",quarter,1.0,644.0
chord,"E4,G4",half,2.0,646.0
chord,"D4,F4",half,2.0,648.0
chord,"B3,D4",eighth,0.5,650.0
note,G2,eighth,0.5,650.5
note,G2,eighth,0.5,651.0
note,G2,eighth,0.5,651.5
chord,"C2,C3",quarter,1.0,652.0
chord,"G3,B3",half,2.0,654.0
chord,"E3,G3",half,2.0,656.0
chord,"C2,C3",eighth,0.5,658.5
chord,"C2,C3",eighth,0.5,659.0
chord,"C2,C3",eighth,0.5,659.5
chord,"F2,F3",quarter,1.0,660.0
chord,"A3,C4",half,2.0,662.0
chord,"F#3,A3",half,2.0,664.0
chord,"D2,D3",eighth,0.5,666.5
chord,"D2,D3",eighth,0.5,667.0
chord,"D2,D3",eighth,0.5,667.5
chord,"G2,G3",quarter,1.0,668.0
note,G#3,half,2.0,670.0
note,G#3,eighth,0.5,672.0
chord,"G#2,G#3",eighth,0.5,672.5
chord,"G#2,G#3",eighth,0.5,673.0
chord,"G#2,G#3",eighth,0.5,673.5
chord,"G#2,G#3",quarter,1.0,674.0
chord,"B2,B3",eighth,0.5,676.5
chord,"B2,B3",eighth,0.5,677.0
chord,"B2,B3",eighth,0.5,677.5
chord,"B2,B3",quarter,1.0,678.0
chord,"D3,D4",eighth,0.5,680.5
chord,"D3,D4",eighth,0.5,681.0
chord,"D3,D4",eighth,0.5,681.5
chord,"D3,D4",quarter,1.0,682.0
chord,"D3,D4",eighth,0.5,684.5
chord,"D3,D4",eighth,0.5,685.0
chord,"D3,D4",eighth,0.5,685.5
chord,"D3,D4",quarter,1.0,686.0
chord,"D3,D4",eighth,0.5,688.5
chord,"D3,D4",eighth,0.5,689.0
chord,"D3,D4",eighth,0.5,689.5
chord,"D3,D4",quarter,1.0,690.0
chord,"D3,F3,D4",quarter,1.0,693.0
chord,"D3,F3,D4",quarter,1.0,695.0
chord,"D3,F3,D4",quarter,1.0,697.0
chord,"D3,F3,D4",quarter,1.0,699.0
chord,"D2,G2,D3",complex,2.5,700.0
chord,"B1,G2,B2",quarter,1.0,703.0
chord,"C2,G2,C3",quarter,1.0,704.0
chord,"D2,F2,D3",quarter,1.0,706.0
chord,"E2,C3,E3",quarter,1.0,708.0
chord,"F2,C3,D3,F3",quarter,1.0,710.0
chord,"G2,C3,E3,G3",quarter,1.0,712.0
chord,"G2,B2,D3,G3",quarter,1.0,714.0
chord,"B1,B2",quarter,1.0,716.0
chord,"D2,D3",quarter,1.0,717.0
chord,"B1,B2",quarter,1.0,718.0
chord,"D2,D3",quarter,1.0,719.0
chord,"C2,C3",quarter,1.0,720.0
chord,"E2,E3",quarter,1.0,721.0
chord,"D2,D3",quarter,1.0,722.0
chord,"F2,F3",quarter,1.0,723.0
chord,"E2,E3",quarter,1.0,724.0
chord,"G2,G3",quarter,1.0,725.0
chord,"F2,F3",quarter,1.0,726.0
chord,"A2,A3",quarter,1.0,727.0
chord,"G2,G3",quarter,1.0,728.0
chord,"G1,G2",quarter,1.0,729.0
chord,"G2,G3",quarter,1.0,730.0
chord,"G2,D3,F3,G3",quarter,1.0,731.0
chord,"C3,E3,G3,C4",eighth,0.5,732.0
note,E4,eighth,0.5,732.5
note,E4,eighth,0.5,733.0
note,E4,eighth,0.5,733.5
note,C4,eighth,0.5,734.0
note,G3,eighth,0.5,734.5
note,G3,eighth,0.5,735.0
note,G3,eighth,0.5,735.5
chord,"E3,E4",eighth,0.5,736.0
note,C3,eighth,0.5,736.5
note,C3,eighth,0.5,737.0
note,C3,eighth,0.5,737.5
chord,"G2,G3",eighth,0.5,738.0
chord,"G1,G2",eighth,0.5,738.5
chord,"G1,G2",eighth,0.5,739.0
chord,"G1,G2",eighth,0.5,739.5
chord,"C2,C3",eighth,0.5,740.0
note,E4,eighth,0.5,740.5
note,E4,eighth,0.5,741.0
note,E4,eighth,0.5,741.5
note,C4,eighth,0.5,742.0
note,G3,eighth,0.5,742.5
note,G3,eighth,0.5,743.0
note,G3,eighth,0.5,743.5
chord,"E3,E4",eighth,0.5,744.0
note,C3,eighth,0.5,744.5
note,C3,eighth,0.5,745.0
note,C3,eighth,0.5,745.5
note,G2,eighth,0.5,746.0
chord,"G1,G2",eighth,0.5,746.5
chord,"G1,G2",eighth,0.5,747.0
chord,"G1,G2",eighth,0.5,747.5
chord,"C2,C3",quarter,1.0,748.0
chord,"G1,G2",eighth,0.5,750.5
chord,"G1,G2",eighth,0.5,751.0
chord,"G1,G2",eighth,0.5,751.5
chord,"C2,C3",quarter,1.0,752.0
chord,"G1,G2",eighth,0.5,754.5
chord,"G1,G2",eighth,0.5,755.0
chord,"G1,G2",eighth,0.5,755.5
chord,"C2,C3",complex,2.5,756.0
chord,"C2,C3",eighth,0.5,758.5
chord,"C2,C3",eighth,0.5,759.0
chord,"C2,C3",eighth,0.5,759.5
chord,"G#1,G#2",complex,2.5,760.0
chord,"G#1,G#2",eighth,0.5,762.5
chord,"G#1,G#2",eighth,0.5,763.0
chord,"G#1,G#2",eighth,0.5,763.5
chord,"E2,E3",complex,2.5,764.0
chord,"E2,E3",eighth,0.5,766.5
chord,"E2,E3",eighth,0.5,767.0
chord,"E2,E3",eighth,0.5,767.5
chord,"F2,F3",complex,2.5,768.0
chord,"F2,F3",eighth,0.5,770.5
chord,"F2,F3",eighth,0.5,771.0
chord,"F2,F3",eighth,0.5,771.5
chord,"F2,G#2,C#3,F3",eighth,0.5,772.0
chord,"F2,F3",eighth,0.5,772.5
chord,"F2,F3",eighth,0.5,773.0
chord,"F2,F3",eighth,0.5,773.5
chord,"F2,F3",eighth,0.5,774.0
chord,"F2,F3",eighth,0.5,774.5
chord,"F2,F3",eighth,0.5,775.0
chord,"F2,F3",eighth,0.5,775.5
chord,"F2,F3",eighth,0.5,776.0
chord,"F2,F3",eighth,0.5,776.5
chord,"F2,F3",eighth,0.5,777.0
chord,"F2,F3",eighth,0.5,777.5
chord,"F2,F3",eighth,0.5,778.0
chord,"F2,F3",eighth,0.5,778.5
chord,"F2,F3",eighth,0.5,779.0
chord,"F2,F3",eighth,0.5,779.5
chord,"F2,F3",quarter,1.0,780.0
chord,"F#2,F#3",eighth,0.5,790.5
chord,"F#2,F#3",eighth,0.5,791.0
chord,"F#2,F#3",eighth,0.5,791.5
chord,"F#2,F#3",eighth,0.5,792.0
chord,"F#2,F#3",eighth,0.5,792.5
chord,"F#2,F#3",eighth,0.5,793.0
chord,"F#2,F#3",eighth,0.5,793.5
chord,"F#2,F#3",eighth,0.5,794.0
chord,"F#2,F#3",eighth,0.5,794.5
chord,"F#2,F#3",eighth,0.5,795.0
chord,"F#2,F#3",eighth,0.5,795.5
chord,"F#2,F#3",eighth,0.5,796.0
chord,"F#2,F#3",eighth,0.5,796.5
chord,"F#2,F#3",eighth,0.5,797.0
chord,"F#2,F#3",eighth,0.5,797.5
chord,"F#2,F#3",eighth,0.5,798.0
chord,"F#2,F#3",eighth,0.5,798.5
chord,"F#2,F#3",eighth,0.5,799.0
chord,"F#2,F#3",eighth,0.5,799.5
chord,"F#2,F#3",quarter,1.0,800.0
note,C4,eighth,0.5,802.5
note,C4,eighth,0.5,803.0
note,C4,eighth,0.5,803.5
note,E4,quarter,1.0,804.0
chord,"G1,G2",quarter,1.0,808.0
note,F4,half,2.0,810.0
note,D4,complex,2.5,812.0
note,G4,eighth,0.5,814.5
note,G4,eighth,0.5,815.0
note,G4,eighth,0.5,815.5
chord,"G2,G3",quarter,1.0,816.0
note,F4,half,2.0,818.0
note,D4,complex,2.5,820.0
note,G4,eighth,0.5,822.5
note,G4,eighth,0.5,823.0
note,G4,eighth,0.5,823.5
note,E4,quarter,1.0,824.0
note,F4,quarter,1.0,825.0
note,D4,quarter,1.0,826.0
note,E4,quarter,1.0,827.0
note,C4,quarter,1.0,828.0
note,D4,quarter,1.0,829.0
note,B3,quarter,1.0,830.0
note,C4,quarter,1.0,831.0
chord,"G#2,G#3",quarter,1.0,832.0
chord,"B2,B3",quarter,1.0,833.0
chord,"G2,G3",quarter,1.0,834.0
chord,"G#2,G#3",quarter,1.0,835.0
chord,"F2,F3",quarter,1.0,836.0
chord,"G2,G3",quarter,1.0,837.0
chord,"E2,E3",quarter,1.0,838.0
chord,"F2,F3",quarter,1.0,839.0
chord,"D2,D3",quarter,1.0,840.0
chord,"C2,G2,C3",quarter,1.0,841.0
chord,"B1,G2,B2",quarter,1.0,842.0
chord,"C2,C3",quarter,1.0,843.0
chord,"D2,G2,D3",quarter,1.0,844.0
chord,"C2,G2,C3",quarter,1.0,845.0
chord,"D2,G2,D3",quarter,1.0,846.0
chord,"E2,C3,E3",quarter,1.0,847.0
chord,"F2,C3,F3",quarter,1.0,848.0
chord,"E2,C3,E3",quarter,1.0,849.0
chord,"F2,C3,F3",quarter,1.0,850.0
chord,"G2,G3",quarter,1.0,851.0
chord,"G#2,G#3",quarter,1.0,852.0
chord,"G2,G3",quarter,1.0,853.0
chord,"A2,G3,A3",quarter,1.0,854.0
chord,"B2,G3,B3",quarter,1.0,855.0
chord,"C3,C4",whole,4.0,856.0
chord,"G#2,C3,G#3",whole,4.0,860.0
chord,"E2,C3,E3",whole,4.0,864.0
chord,"F2,C3,F3",half,2.0,868.0
chord,"E2,C3,E3",half,2.0,870.0
chord,"D2,G2,D3",half,2.0,872.0
chord,"F2,G2,F3",half,2.0,874.0
chord,"E2,G2,E3",quarter,1.0,876.0
chord,"C2,C3",quarter,1.0,878.0
chord,"F2,F3",quarter,1.0,880.0
chord,"D2,D3",quarter,1.0,882.0
chord,"G2,G3",quarter,1.0,884.0
chord,"G1,G2",quarter,1.0,886.0
chord,"C2,C3",half,2.0,888.0
chord,"C3,C4",eighth,0.5,890.0
chord,"C3,C4",eighth,0.5,891.0
chord,"C3,C4",half,2.0,892.0
chord,"E2,C3",eighth,0.5,894.0
chord,"F2,C3",eighth,0.5,895.0
note,C3,half,2.0,896.0
chord,"C3,C4",eighth,0.5,898.0
chord,"C3,C4",eighth,0.5,899.0
chord,"C3,C4",half,2.0,900.0
chord,"G1,G2",eighth,0.5,902.0
chord,"A1,A2",eighth,0.5,903.0
chord,"B1,B2",quarter,1.0,904.0
chord,"G1,G2",quarter,1.0,905.0
chord,"G3,A3,C4",eighth,0.5,906.0
chord,"G3,B3,D4",eighth,0.5,907.0
chord,"G3,C4,E4",half,2.0,908.0
chord,"G1,G2",eighth,0.5,910.0
chord,"A1,A2",eighth,0.5,911.0
chord,"B1,B2",quarter,1.0,912.0
chord,"G1,G2",quarter,1.0,913.0
chord,"G3,A3,C4",eighth,0.5,914.0
chord,"G3,B3,D4",eighth,0.5,915.0
chord,"C4,E4",quarter,1.0,916.0
chord,"G3,D4",quarter,1.0,917.0
chord,"G#3,C4",quarter,1.0,918.0
chord,"E3,B3",quarter,1.0,919.0
chord,"F3,G#3",quarter,1.0,920.0
chord,"C3,G3",quarter,1.0,921.0
chord,"F2,F3",quarter,1.0,922.0
chord,"C2,C3",quarter,1.0,923.0
chord,"F3,G#3",quarter,1.0,924.0
chord,"C3,G3",quarter,1.0,925.0
chord,"F2,F3",quarter,1.0,926.0
chord,"C2,C3",quarter,1.0,927.0
chord,"G2,C3,E3,G3",quarter,1.0,928.0
chord,"G1,B1,D2,G2",quarter,1.0,930.0
chord,"C3,C4",quarter,1.0,932.0
chord,"G2,G3",quarter,1.0,933.0
chord,"G#2,G#3",quarter,1.0,934.0
chord,"E2,E3",quarter,1.0,935.0
chord,"F2,F3",quarter,1.0,936.0
chord,"C2,C3",quarter,1.0,937.0
chord,"C3,F3,G#3",quarter,1.0,938.0
chord,"C3,E3,G3",quarter,1.0,939.0
chord,"F2,F3",quarter,1.0,940.0
chord,"C2,C3",quarter,1.0,941.0
chord,"C3,F3,G#3",quarter,1.0,942.0
chord,"C3,E3,G3",quarter,1.0,943.0
chord,"G2,C3,E3,G3",quarter,1.0,944.0
chord,"G3,C4,E4",quarter,1.0,945.0
chord,"G1,B1,D2,G2",quarter,1.0,946.0
chord,"G2,B2,D3,G3",quarter,1.0,947.0
chord,"C2,G2,C3",eighth,0.5,948.0
note,G3,eighth,0.5,948.5
note,G3,eighth,0.5,949.0
note,G3,eighth,0.5,949.5
note,G3,whole,6.0,950.0
chord,"B3,D4",quarter,1.0,956.0
chord,"D4,F4",quarter,1.0,957.0
chord,"G1,G2",eighth,0.5,958.5
chord,"G1,G2",eighth,0.5,959.0
chord,"G1,G2",eighth,0.5,959.5
chord,"C2,C3",eighth,0.5,960.0
note,G2,eighth,0.5,960.5
note,G2,eighth,0.5,961.0
note,G2,eighth,0.5,961.5
note,G2,eighth,0.5,962.0
chord,"G2,G3",eighth,0.5,962.5
chord,"G2,G3",eighth,0.5,963.0
chord,"G2,G3",eighth,0.5,963.5
chord,"G2,G3",eighth,0.5,964.0
chord,"G2,G3",eighth,0.5,964.5
chord,"G2,G3",eighth,0.5,965.0
chord,"G2,G3",eighth,0.5,965.5
chord,"G2,G3",eighth,0.5,966.0
chord,"G2,G3",eighth,0.5,966.5
chord,"G2,G3",eighth,0.5,967.0
chord,"G2,G3",eighth,0.5,967.5
chord,"E2,G2,E3",half,2.0,968.0
chord,"F2,G2,F3",eighth,0.5,970.5
chord,"F2,G2,F3",eighth,0.5,971.0
chord,"F2,G2,F3",eighth,0.5,971.5
chord,"D2,G2,D3",whole,4.0,972.0
chord,"C2,G2",whole,4.0,978.0
chord,"C2,G2",whole,4.0,982.0
chord,"C2,G2",complex,6.5,986.0
chord,"G1,G2",eighth,0.5,992.5
chord,"G1,G2",eighth,0.5,993.0
chord,"G1,G2",eighth,0.5,993.5
chord,"C2,C3",quarter,1.0,994.0
chord,"G1,G2",eighth,0.5,996.5
chord,"G1,G2",eighth,0.5,997.0
chord,"G1,G2",eighth,0.5,997.5
chord,"C2,C3",quarter,1.0,998.0
chord,"G1,G2",eighth,0.5,1000.5
chord,"G1,G2",eighth,0.5,1001.0
chord,"G1,G2",eighth,0.5,1001.5
chord,"C2,C3",quarter,1.0,1002.0
chord,"G1,G2",quarter,1.0,1003.0
chord,"C2,C3",quarter,1.0,1004.0
chord,"G1,G2",quarter,1.0,1005.0
chord,"C2,C3",quarter,1.0,1006.0
chord,"G2,G3",quarter,1.0,1007.0
chord,"C3,E3,G3,C4",quarter,1.0,1008.0
chord,"G2,G3",quarter,1.0,1009.0
chord,"C3,E3,G3,C4",quarter,1.0,1010.0
chord,"G1,G2",quarter,1.0,1012.0
chord,"C2,E2,G2,C3",quarter,1.0,1014.0
note,E4,eighth,0.5,28.5
note,E4,eighth,0.5,29.0
note,F4,eighth,0.5,29.5
note,C4,half,2.0,32.0
note,G2,eighth,0.5,54.5
note,G2,eighth,0.5,55.0
note,G2,eighth,0.5,55.5
note,C3,quarter,1.0,56.0
note,G2,eighth,0.5,62.5
note,G2,eighth,0.5,63.0
note,G2,eighth,0.5,63.5
note,C3,quarter,1.0,64.0
note,E4,half,2.0,124.0
note,F4,half,2.0,126.0
note,D4,half,2.0,128.0
note,B3,eighth,0.5,136.0
note,B2,eighth,0.5,136.5
note,B2,eighth,0.5,137.0
note,B2,eighth,0.5,137.5
note,B2,complex,4.5,140.0
note,B2,eighth,0.5,144.5
note,B2,eighth,0.5,145.0
note,B2,eighth,0.5,145.5
note,C4,complex,2.5,164.0
note,F3,breve,8.0,258.0
note,E3,breve,8.0,266.0
note,F3,half,2.0,274.0
note,E3,half,2.0,276.0
note,F3,half,2.0,278.0
note,E3,half,2.0,280.0
note,F3,quarter,1.0,282.0
note,B3,eighth,0.5,306.5
note,D3,quarter,1.0,308.0
note,B3,eighth,0.5,310.5
note,D3,quarter,1.0,312.0
note,A2,complex,2.5,318.0
note,C3,half,2.0,363.0
note,C2,quarter,1.0,508.0
note,G3,quarter,1.0,531.0
chord,"F3,G#3",eighth,0.5,564.5
chord,"F3,G#3",eighth,0.5,565.0
chord,"F3,G#3",eighth,0.5,565.5
chord,"F3,G#3",quarter,1.0,566.0
chord,"E3,G3",eighth,0.5,568.5
chord,"E3,G3",eighth,0.5,569.0
chord,"E3,G3",eighth,0.5,569.5
chord,"E3,G3",quarter,1.0,570.0
note,C4,half,2.0,622.0
note,D4,half,2.0,624.0
note,G3,complex,4.5,630.0
note,G3,complex,4.5,638.0
note,G3,complex,4.5,646.0
note,D3,quarter,1.0,890.0
note,E3,quarter,1.0,891.0
note,F3,quarter,1.0,892.0
note,D3,quarter,1.0,893.0
note,F3,quarter,1.0,898.0
note,G3,quarter,1.0,899.0
note,G#3,quarter,1.0,900.0
note,F3,quarter,1.0,901.0
chord,"D4,F4",eighth,0.5,950.5
chord,"D4,F4",eighth,0.5,951.0
chord,"D4,F4",eighth,0.5,951.5
chord,"D4,F4",half,3.0,952.0
chord,"C4,E4",quarter,1.0,955.0
